date,borough,count_pm25,count_dew,count_humidity,count_so2,count_pressure,count_o3,count_no2,count_temperature,count_wind_speed,count_wind_speed_2,count_wind_gust,count_wind_gust_2,count_co,min_pm25,min_dew,min_humidity,min_so2,min_pressure,min_o3,min_no2,min_temperature,min_wind_speed,min_wind_speed_2,min_wind_gust,min_wind_gust_2,min_co,max_pm25,max_dew,max_humidity,max_so2,max_pressure,max_o3,max_no2,max_temperature,max_wind_speed,max_wind_speed_2,max_wind_gust,max_wind_gust_2,max_co,median_pm25,median_dew,median_humidity,median_so2,median_pressure,median_o3,median_no2,median_temperature,median_wind_speed,median_wind_speed_2,median_wind_gust,median_wind_gust_2,median_co,variance_pm25,variance_dew,variance_humidity,variance_so2,variance_pressure,variance_o3,variance_no2,variance_temperature,variance_wind_speed,variance_wind_speed_2,variance_wind_gust,variance_wind_gust_2,variance_co
2020-04-23,The Bronx,72,42,48,,72,24,,72,,72,,24,,6,-8,30,,1012.3,18.4,,4.4,,0.5,,2.7,,40,1,65,,1019.6,30.4,,9,,12,,14,,23,-6.5,36,,1016.6,24.8,,6.6,,4,,6,,611.76,63.39,596.98,,30.86,138.8,,22.59,,81,,91.01,
2020-06-05,The Bronx,24,22,44,,48,24,,24,,48,,25,24,8,17.5,57,,1008.9,11.2,,20.5,,0.5,,2.6,2.5,72,20,94.5,,1013.2,40,,27.7,,13,,19,4.8,35,19,83,,1011.2,24.1,,22.7,,4.2,,6.5,2.9,3397.1,6.17,1193.55,,13.6,609.73,,42.7,,110.46,,106.25,2.41
2020-06-16,The Bronx,69,17,59,,59,24,,59,,54,,23,24,1,5,27,,1023.9,7.3,,14.5,,0.2,,0.7,1.2,36,12,88.2,,1029.1,36.8,,26,,15,,14.5,2.5,18,11,53.7,,1026.4,25.6,,21,,5,,6.7,1.5,1092.31,65,3123.38,,18.89,823.17,,110.4,,118.19,,191.52,1.66
2020-08-20,The Bronx,57,35,61,,61,23,6,61,,59,,24,24,3,5,23,,1013.3,4.8,7,17.2,,1,,3.2,1.3,44,16,85.2,,1018.6,40.8,7,28,,5.6,,9.5,3.9,14,12,57,,1016.5,20.8,7,22,,2.5,,6,2,1254.64,54.79,1878.02,,22.18,1581.09,0,69.56,,9.31,,27.05,3.92
2020-03-02,The Bronx,46,,47,,47,14,52,47,47,,47,,15,33,,33,,1010.2,0.8,15.2,2,0.2,,0.8,,2.7,58,,74.4,,1021.4,28.1,45.5,13.2,9.1,,19.5,,6.5,45,,44.3,,1017.6,8,27.5,5.7,4.7,,11.8,,3.8,340.19,,1137.05,,101.46,1080.87,1110.99,136.87,102.45,,296.26,,11.38
2020-09-25,The Bronx,48,38,72,,72,66,,72,,48,,22,71,58,13,42,,1014.6,0.8,,16.8,,0.2,,0.5,3.2,82,17,86.5,,1019.6,45.6,,27,,12,,8.7,12.3,68,15,72,,1017.9,22.4,,20.5,,4,,3.2,5.2,718.01,17.97,1387.91,,19.34,2522.67,,76.79,,122.09,,75,20.75
2020-09-01,The Bronx,72,20,72,,72,23,,72,,72,,24,24,3,15,47,,1016.8,16,,19.4,,1,,4.5,1.2,33,19,92.2,,1020.3,28.9,,26.6,,15,,9.7,3.3,19,17,75,,1019,20,,22.2,,6,,7,1.5,402.18,9.6,1332.31,,10,152.99,,37.61,,142.73,,30.38,4.3
2020-10-24,The Bronx,46,13,48,,48,24,,48,,48,,26,21,5,3,50,,1010,11.2,,10.8,,0.5,,1.7,1.8,36,15,87.5,,1018.2,20.8,,20.8,,10,,15.7,3.1,18,11,77,,1013.5,13.6,,17.7,,3,,8,2.2,870.15,207.69,1411.52,,39.82,84.64,,46.78,,84.47,,133.63,0.95
2020-02-26,The Bronx,44,,48,,72,24,,72,71,,72,,,11,,80.9,,1004,12.8,,5,0.1,,1.1,,,39,,97,,1014.5,29.6,,8.9,13.3,,23,,,21,,96,,1011.9,24.8,,7.7,2,,5.3,,,674.33,,384.68,,56.5,219.26,,16.36,143.67,,362.8,,
2020-02-28,The Bronx,48,,48,,72,24,,72,72,,72,,,19,,23.2,,1008.1,16.8,,-1.6,2,,7,,,47,,47,,1012.2,29.6,,5.2,14,,28.7,,,27,,32.9,,1009.9,26.4,,1.9,8.3,,20.9,,,442.82,,523.01,,11.14,106.61,,49.47,118.9,,321.88,,
2020-03-05,The Bronx,72,,72,,72,20,72,72,72,,72,,24,6,,27,,1011.4,16.8,6,4,0.4,,2.4,,1.5,50,,77.6,,1020.7,29.6,26.7,12.1,12,,21.1,,2.8,26,,50.1,,1018.6,26.4,10.8,7.1,2.8,,8,,1.8,856.76,,1553.08,,55.6,201.54,404.81,51.74,98.93,,274.28,,2.34
2020-03-24,The Bronx,72,46,72,,72,24,46,72,72,,28,,24,4,-1,42,,1013.5,19.2,4.7,2.3,1.5,,3.7,,1.7,47,1,80,,1022.4,33.6,20.7,12,15,,24,,2.8,15,0,57,,1019.2,25.6,10.1,6.6,5.1,,11.5,,1.9,624.29,4.55,1552.84,,46.64,212.64,199.71,94.66,92.35,,194.68,,0.94
2020-07-06,The Bronx,72,46,72,,72,23,,72,,62,,28,23,15,14,28,,1012.2,1.6,,21.6,,0.2,,1.7,1.8,119,21,92.5,,1019.6,69.9,,35,,16,,27.5,6.9,48,18,69,,1015.6,28.9,,25,,4,,5.6,3,7381.41,47.53,3960.28,,37.23,4352.36,,144.03,,172.83,,605.99,22.59
2020-05-13,The Bronx,72,38,72,,72,24,72,72,,68,,36,24,3,-8,17,,1020.1,16.8,4.4,5.2,,1.2,,3.2,1.1,73,5,62,,1027.1,39.2,39.2,17,,18,,25,3,13,-4,42,,1024,30.4,7.6,10.5,,8.2,,16,1.4,2536.27,194.42,1911.92,,28.69,351.8,994.8,116.01,,151.85,,457.79,2.38
2020-05-25,The Bronx,67,6,72,,72,24,72,72,,72,,24,24,2,12,56,,1019.7,13.6,2.4,12.3,,1.5,,6.2,0.9,34,13,93,,1024.4,27.2,25.1,19,,16,,13.2,2.7,14,12,79,,1022.5,23.3,5.1,15,,6.2,,10.7,1.5,866.83,3,931.84,,14.85,138.5,246.27,34.84,,91.1,,53.09,2.21
2020-08-29,The Bronx,72,21,72,,72,24,,72,,72,,28,24,5,18,61,,996,4.8,,22.7,,1.5,,4.7,1.9,30,22,91,,1007.8,29.6,,28,,20,,19,4.6,20,21,78,,1001,16,,25,,7,,11.5,2.3,573.79,14.14,640.19,,127.86,489.21,,23.39,,104.01,,132,2.9
2020-09-24,The Bronx,36,34,58,,59,70,,59,,44,,24,61,47,9,36,,1011.1,0.8,,16.8,,0.2,,0.5,3.3,75,13,73,,1016.3,33.6,,25,,11,,10.2,6.3,61,11,49.5,,1014.3,19.2,,22.6,,2.5,,4.7,4.6,401.23,14.84,1075.85,,20.54,720.48,,64.86,,61.94,,86.87,5
2020-11-12,The Bronx,48,21,47,,47,24,,47,,45,,29,24,3,4,64,,1009.9,3.2,,7.7,,0.2,,2,1.7,40,18.6,95.5,,1018.6,21.6,,21,,8.7,,17,3.4,16,6,81,,1014.5,9.6,,11.6,,3.6,,9.7,2,823.19,299.57,964.08,,64.74,315.68,,186.5,,57.16,,234.6,1.96
2020-01-09,The Bronx,72,34,72,,72,24,48,72,72,,72,,23,23,-17,26,,1029.8,0.8,6.9,-4.4,0.5,,1.9,,1.4,50,-8,63.4,,1041.7,23.3,39.3,1.6,20,,39,,4.7,34,-14,42.6,,1039.9,20,11.6,-1.6,3.2,,5.4,,2,605.35,69.23,777.54,,113.59,595,1259.83,46.38,285.51,,576.08,,8.39
2020-03-31,The Bronx,69,32,72,,72,24,48,72,72,72,24,24,24,1,0,51,,1012.1,24.1,6.8,5,1.8,1.8,5.7,5.7,1.8,60,6,87,,1018.3,32.8,17.1,9,13,13,16.3,16.3,2.9,11,1,70,,1015.2,27.2,10.8,6,4.6,4.6,8.5,8.5,2.2,1624.26,27.81,1019.49,,25.28,71.14,86.46,12.63,84.6,84.6,105.03,105.03,1.12
2020-01-13,The Bronx,72,42,72,,72,22,48,72,72,,70,,24,24,-3,52,,1025.4,0.8,9.1,2.7,0.2,,0.1,,1.6,67,5,94,,1030.6,16.8,27,8.8,14.2,,18.4,,5,39,1,79,,1028.7,7.3,19.3,5.5,1.8,,4.6,,2.8,1537.06,83.29,1165.55,,16.31,263.49,325.87,29.41,80.55,,150.18,,13.46
2020-01-08,The Bronx,72,35,72,,72,24,46,72,72,,72,,24,23,-13,32,,1010.1,3.2,8.5,-1.5,0.9,,4.6,,1.7,59,-2,82.5,,1029.1,25.6,28.4,6,25,,36.5,,4,36,-9,60,,1012.8,18.4,12.6,1.7,6.1,,15.9,,2.4,669.58,156.02,2189.22,,364.57,532.11,389.87,24.89,306.76,,797.03,,5.36
2020-05-14,The Bronx,72,48,72,,72,23,72,72,,67,,30,24,1,-6,18,,1015.7,4.8,6.1,6.3,,0.2,,0.7,1.3,63,9,81,,1027.8,43.2,42.6,18,,13,,12.7,6.1,30,3,46,,1024,28.9,14.7,15.1,,4.6,,7.7,1.9,2149.25,230.36,2563.37,,139.58,1563.66,1257.04,135.37,,76.44,,159.47,18.16
2020-05-18,The Bronx,64,48,72,,72,23,48,72,,71,,24,23,2,6,37,,1016.8,27.2,4.5,12.2,,0.2,,2,1.2,27,10,76,,1022.4,39.2,17.1,19,,15,,19.2,1.5,11,8,62,,1019.8,35.2,6.3,13.8,,7,,12,1.3,281.18,8.92,949.36,,19.97,138.99,109.59,38.21,,139.34,,208.02,0.09
2020-05-19,The Bronx,71,46,72,,72,21,48,72,,72,,36,24,1,-2,22,,1017.2,26.4,4.7,12.5,,1.7,,5.7,1.2,27,10,82,,1028.8,36.1,13.5,20,,19,,34,1.7,13,1,37,,1023.8,29.6,6.3,14,,9,,18,1.3,600.18,109.6,2582.9,,105.67,117.23,56.74,57.74,,116.31,,712.44,0.09
2020-05-24,The Bronx,72,23,72,,72,22,72,72,,72,,26,24,7,3,48,,1019.8,18.4,2.6,10.6,,2.5,,4.7,1.1,34,11,77,,1025.7,34.4,12,20,,19,,28,3.2,19,7,59,,1023.1,29.6,3.3,13.8,,10,,15.7,1.2,750.69,84.42,611.76,,19.17,180.27,86.94,68.86,,221.37,,392.8,3.93
2020-07-05,The Bronx,72,34,72,,72,24,,72,,72,,24,24,2,8,20,,1010.3,13.6,,21.6,,0.7,,2.7,1.6,100,21,90,,1014.6,47.2,,35,,15,,13,5.1,45,19,65,,1012.9,33.6,,27,,3.6,,6,2.3,6108.1,139.96,3552.81,,11.78,977.78,,144.21,,85.24,,57.31,6.13
2020-07-30,The Bronx,63,21,48,,48,24,,48,,44,,25,24,25,14,28,,1006.8,23.3,,23.1,,0.2,,1,2,51,19,84.5,,1011.8,78.9,,35,,13.7,,20,4,40,16,52.5,,1009.4,36.1,,28,,3,,6.2,2.8,593.86,26.57,2666.41,,17.88,3042.9,,101.11,,85.13,,330.54,2.43
2020-09-22,The Bronx,33,31,55,,55,24,15,55,,51,,26,24,1,1,24,,1009.7,6.4,15.2,10,,0.2,,2,1.6,27,6,76,,1027.1,30.4,19.7,22.7,,16,,18.2,3.1,13,3,41.5,,1020.3,23.3,17.2,16.2,,3.6,,10.2,2,440.47,21.96,1713.13,,346.95,641.38,25.74,156.79,,169.84,,233.69,2.08
2020-10-25,The Bronx,46,19,48,,48,23,,48,,45,,25,,1,0,43,,1016.8,10.4,,6.1,,0.2,,2.5,,34,8,88.2,,1024.9,20,,12,,12,,13.7,,9,1,57.7,,1022.4,15.2,,10,,3.7,,5.7,,889.08,65.79,946.62,,47.9,91.71,,25.37,,96.71,,56.29,
2020-02-01,The Bronx,72,11,72,,72,23,48,72,70,,68,,24,25,1,68,,1004.6,1.6,14,2.3,0.1,,0.1,,2.7,60,3,94,,1019.9,12.1,39.5,6.6,6.5,,6,,6.2,49,2,90,,1011.1,5.6,30,5.5,1.5,,2.3,,4,684.57,4.91,523.46,,243.05,117.12,386.01,15.15,23.33,,19.96,,11.1
2020-02-29,The Bronx,48,,48,,72,24,,72,72,,72,,,16,,29.3,,1009.8,21.6,,-3.3,3,,9.2,,,35,,40.7,,1018.2,28.9,,1.5,15.7,,27,,,27,,33.8,,1010.8,25.6,,-0.8,8.2,,17.8,,,289.2,,138.28,,71.49,46.23,,17.47,112.26,,221.58,,
2020-05-27,The Bronx,44,18,55,,58,24,15,58,,58,,24,21,3,14,49,,1020.1,6.4,7.2,14.8,,0.5,,2.7,1,14,17,88,,1024.4,29.6,16.9,25.5,,16,,12.2,2.7,5,15.6,82,,1022.4,14.5,11.3,17.2,,4,,5.5,1.5,140.21,6.91,1453.44,,13.77,528.3,172.76,92.18,,75.83,,84.69,2.44
2020-06-27,The Bronx,48,44,72,,72,72,,72,,49,,32,72,13,12,37,,1003.1,12.8,,18.8,,0.2,,0.2,1.9,103,21,91.5,,1011.9,48.8,,28,,16.5,,24.7,4.4,46,15,65,,1007.4,27.2,,26,,5,,7,2.7,3441.06,95.58,2335.02,,65.67,850.03,,60.41,,157.01,,408.9,2.54
2020-08-31,The Bronx,72,20,71,,71,22,,71,,70,,24,23,4,11,44,,1012.9,8,,17.3,,0.5,,1.7,1.7,40,16,79.2,,1020,30.4,,24,,10,,11.7,2.7,15,13,60,,1017.8,16.8,,21.6,,6,,7.5,2.3,761.97,28.29,838.36,,24.96,498.08,,33.15,,68.41,,96.96,1.05
2020-02-22,The Bronx,60,,24,,24,24,24,24,24,,24,,12,16,,25.6,,1020.6,4,13.2,0,1,,4,,2.9,54,,48.2,,1026.7,29.6,28.7,11.3,3.6,,10.6,,4.4,37,,34,,1023.2,15.2,24,6.7,2.6,,7,,3.4,1034.9,,630.83,,38.21,583.05,171.53,166.34,5.01,,26.97,,3.1
2020-03-28,The Bronx,72,44,72,,72,23,48,72,72,,24,,24,4,-2,28,,1014.8,19.2,6,6.1,1.5,,4.7,,1.5,33,6,93,,1021,34.4,16.7,10.1,19,,21.2,,3.4,22,4,75,,1018.1,26.4,10.5,7.2,6.7,,12.5,,2,625.87,76.33,3902.2,,20.97,148.3,84.3,10.88,155.39,,214.46,,1.49
2020-08-21,The Bronx,46,23,48,,48,24,,48,,48,,29,24,9,14,40,,1009.9,12.8,,21.6,,2,,7.2,1.9,39,19,81.5,,1016.2,49.6,,31,,11.5,,16.7,4.7,30,16,65.6,,1013.1,24.8,,25.2,,5.6,,11.7,2.6,758.61,21.5,1312.06,,33.92,1808.11,,74.15,,62.91,,84.19,5.09
2020-09-05,The Bronx,42,46,72,,72,24,,72,,72,,26,,3,3,22,,1014.9,12.1,,18.6,,0.7,,3.2,,30,13,72.2,,1023,32.8,,27,,12,,15,,16,11,49,,1020.9,24.8,,22.7,,3.2,,7.7,,569.66,102.76,2082.97,,32.2,369.1,,50.42,,87.61,,127.99,
2020-03-08,The Bronx,72,,53,,72,24,15,72,72,,72,,5,14,,26.5,,1026.1,16,10.4,1.5,0.2,,1.8,,1.7,50,,53.6,,1031.5,32.8,19.7,16.6,13,,18,,3,26,,34.3,,1029.3,26.4,12.1,8.8,2.8,,8.3,,1.8,728.31,,532.21,,24.4,219.86,116.25,277.13,58.67,,126.28,,3.15
2020-03-13,The Bronx,70,24,72,,72,24,48,72,72,,72,,24,5,-10,14,,1004.8,12.8,5.5,5,0.3,,3.7,,1.6,57,13,97.7,,1019.3,36.8,35.7,22.2,16.5,,31,,4.7,22,5,86,,1010.7,25.6,10,12.2,4.5,,11,,2.1,1883.73,577.93,8837.42,,174.05,479.96,695.68,251.88,121.35,,425.51,,6.98
2020-06-04,The Bronx,38,30,38,,62,23,12,46,,54,,25,24,6,9,25,,1004.5,20.8,7,3.7,,0.2,,1,1.8,72,19,83,,1011.9,63.5,14.5,31,,7.2,,23,3.3,30,16,60,,1009.8,37.6,7.4,22.7,,2.7,,5.2,2.3,2459.69,59.78,2510.36,,39.94,2075.32,79.34,716.66,,31.72,,238.21,1.96
2020-07-23,The Bronx,63,26,55,,55,24,,55,,55,,26,24,2,20,49,,1012.4,8.8,,23.3,,2,,5,1.7,90,23,90.5,,1017.2,59.7,,33,,11,,16,3.4,47,21,73.5,,1015.2,29.6,,28,,4.7,,9.2,2.6,5538.66,7.34,1301.51,,17.19,2393.65,,70.61,,49.93,,76.56,1.8
2020-08-25,The Bronx,48,21,48,,48,24,,48,,48,,31,24,10,13,38,,1003.9,16.8,,24,,1.5,,5.2,1.6,55,21,79,,1012.9,48.8,,33,,12,,20,4.1,36,18,61,,1008.6,28.9,,27,,5.8,,10.2,2.4,1914.82,31.87,1400.84,,48.7,1106.06,,63.89,,62.9,,152.64,3.24
2020-01-04,The Bronx,72,,72,,72,11,48,72,41,41,70,70,24,18,,70,,997.9,0.8,8.7,5,0.1,0.1,0.2,0.2,1.6,71,,97,,1008.9,20,28.5,11.1,21,21,28,28,8.8,54,,92,,1000.7,1.6,23,9.4,2,2,2.3,2.3,6.8,2120.84,,742.87,,122.43,565.35,274.53,38.43,547.07,547.07,509.64,509.64,40.21
2020-05-03,The Bronx,72,42,72,,72,24,48,72,,72,,26,24,3,3,19,,1001,21.6,4.2,11.8,,2.2,,5.7,1.9,58,12,87,,1012.1,44,19.9,27,,17,,19,3.4,29,8,39,,1006.7,32,9,19,,6.5,,11.5,2.2,1603.1,69.55,3555.21,,107.96,554.76,172.65,210.44,,83.43,,99.02,2.03
2020-10-30,The Bronx,46,20,48,,48,23,,48,,47,,35,24,5,0,70,,1002.1,6.4,,2.2,,0.2,,4.2,1.9,45,6,93,,1026.4,19.2,,8,,9.7,,15,3.4,21,2,86,,1012.7,15.2,,4.5,,3,,10.2,2.3,1276.71,44.5,395.96,,571.97,99.35,,21.95,,80.39,,77.83,1.53
2020-01-25,The Bronx,71,22,72,,72,24,48,72,70,,72,,24,1,-1,76,,1006.5,10.4,9.4,2.7,0.1,,1,,1.4,53,8,97,,1024.7,28.9,31.5,11,12.3,,38,,5.1,22,3,91,,1011,23.3,13.4,5.5,3.1,,9,,2.2,1776.57,63.21,424.21,,404.9,324.54,415.87,53.46,115.44,,644.28,,8.87
2020-07-08,The Bronx,72,32,72,,72,24,,72,,71,,26,24,6,19,51,,1012.1,6.4,,21.1,,0.5,,1.2,1.6,58,22,97,,1017.3,36.8,,31,,15,,18,2.7,20,21,74,,1014.9,16.8,,27,,4.1,,7,2.2,2406.18,10.65,1492.25,,19.19,973.92,,55.53,,74.83,,131.31,0.97
2020-09-26,The Bronx,48,38,72,,72,72,,72,,60,,23,72,2,13,50,,1015,2.4,,17.2,,0.2,,0.2,1.3,63,18,91,,1020,36.8,,25,,13,,9.7,10.7,26,16,77,,1017.3,17.6,,21.3,,5,,5,3,3419.13,21.64,1177.54,,18.76,1057.83,,39.08,,117.87,,106.76,24.73
2020-09-17,The Bronx,48,38,68,,68,24,,68,,63,,20,24,13,13,53,,1012.3,3.2,,17.7,,0.2,,0.2,1.4,43,18,87.2,,1019.3,26.4,,25,,9,,8.5,5.3,33,15,72,,1015.8,16.8,,22,,2.5,,5,2.6,656.74,22.93,933.49,,38.25,489.08,,48.39,,24.02,,60.43,6.31
2020-10-05,The Bronx,24,19,44,,44,23,,44,,43,,20,,13,8,48,,1016.5,8.8,,13,,0.2,,1.5,,34,12,84.7,,1021.6,31.2,,20,,4.6,,7.5,,23,9,67,,1019.2,24.1,,17,,2.5,,5,,405.63,22.05,879.78,,16.57,484.6,,44.55,,16.97,,25.22,
2020-03-07,The Bronx,72,,72,,72,21,72,72,72,,72,,24,9,,12.5,,1012.1,22.4,5.6,1.8,1.6,,4.5,,1.9,38,,89,,1029.4,32.8,15.7,10,20.6,,34.2,,2.7,23,,38,,1021.7,25.6,10.1,5,3.8,,10.7,,2.2,255.11,,7864.93,,290.92,113.67,106.04,45.64,253.26,,534.39,,0.25
2020-03-09,The Bronx,72,15,69,,72,20,36,72,72,,72,,21,33,-6,14,,1022.8,1.6,13.8,7.3,1.6,,3,,2.6,64,0,45.5,,1028.6,36.8,40.4,22.7,16,,21,,8.1,45,-5,30.4,,1025.8,25.6,23.4,14.6,4.6,,8.3,,3.7,873.04,40.95,757.55,,34.15,1263.46,735.93,227.73,105.26,,135.05,,27.69
2020-04-07,The Bronx,72,48,72,,72,24,48,72,,70,,28,24,2,-6,18,,1002.8,17.6,6.3,11.1,,1.2,,3,1.5,52,6,62,,1015.2,41.6,22.6,18,,18,,26,4.1,18,-2,31,,1012.5,31.2,10.4,12.7,,4.1,,7.3,1.7,1604.1,138.28,1659.65,,146.04,553.15,322.95,39.41,,207.84,,488.45,4.56
2020-06-09,The Bronx,25,24,48,,48,22,,48,,38,,26,24,15,7,27,,1009.1,10.4,,15.5,,0.2,,0.3,1.7,59,16,90.5,,1015.2,71.2,,32.7,,15,,21,3.3,35,11,47.5,,1012.3,44,,25.4,,5.5,,9,2.2,1873.4,72.1,3534.98,,29.12,5235.27,,237.32,,150.8,,324.45,1.8
2020-06-19,The Bronx,66,18,72,,72,24,,72,,68,,32,24,3,14,39,,1016,7.3,,18.6,,0.2,,1.2,1.2,53,18,96,,1021,43.2,,29,,19,,24,3.1,11,17,73,,1018.6,17.6,,22.7,,4.7,,7.7,1.5,1828.13,13.3,2582.13,,19.56,1409.4,,93.64,,174.03,,335.88,2.15
2020-01-15,The Bronx,72,44,72,,72,22,48,72,65,,68,,24,29,-3,39,,1016.9,0.8,9,4.8,0.2,,0.4,,2,69,5,96,,1022.2,22.4,39.5,11.3,16,,15.3,,15,50,-1,70,,1019.8,4.8,20.9,7.7,2,,4,,3.9,1026.97,74.33,3397.07,,13.77,754.98,664,29.78,109.9,,120.56,,72.54
2020-07-07,The Bronx,72,20,72,,72,23,,72,,72,,24,24,2,18,69,,1015.7,16,,21.1,,0.2,,3.5,1.6,30,22,96,,1020,31.2,,27,,15,,17,3.4,20,19,78,,1018,29.6,,22.7,,8,,8.7,2,810.14,19.05,688.58,,13.91,281.99,,29.2,,150,,182.8,1.94
2020-07-10,The Bronx,12,26,72,,72,24,9,72,,72,,46,24,1,21,78,,1001.4,8.8,4.6,21.6,,1.2,,3.7,0.9,13,22.6,97.2,,1015.4,20.8,4.8,26,,22,,26,1.8,6,22,88,,1011.6,13.6,4.8,23.8,,8.2,,14.5,1.1,246.06,1.41,276.7,,227.11,145.57,0.1,10.18,,159.12,,242.91,0.5
2020-08-10,The Bronx,48,20,43,,43,24,,43,,41,,20,24,45,16,34,,1012.2,14.5,,24.7,,1.2,,3.2,2.7,68,23,88,,1017.3,93,,33.8,,18,,19,4.4,52,21,69,,1015,26.4,,28.8,,4,,7.3,3.1,462.82,31.45,1900.96,,26.8,6387.22,,63.5,,167.03,,142.63,2.19
2020-08-17,The Bronx,72,40,72,,72,22,,72,,72,,30,23,5,15,48,,1009,5.6,,18.1,,1.5,,3.5,1.5,38,19,93,,1013.9,44,,28,,16,,14,3.8,21,16,69,,1011.5,22.4,,22,,3.7,,7,1.8,757.96,19.08,1236.63,,19.31,1642.68,,57.82,,70.54,,100.99,3.88
2020-10-08,The Bronx,47,13,48,,48,24,,48,,48,,33,,5,2,36,,1006.3,12.8,,11.8,,0.2,,3,,27,6,69.2,,1020.3,26.4,,17.7,,21,,28,,13,4,51,,1013.2,20,,15,,10,,16.2,,308.4,17.31,881.45,,134.63,133.18,,21.76,,268.5,,359.25,
2020-11-06,The Bronx,48,24,48,,48,24,,48,,42,,24,20,3,6,35,,1020.4,3.2,,13.3,,0.2,,1.5,3,52,11,82.7,,1026.4,26.4,,22,,5.6,,13.5,6.3,35,9,58,,1023.3,10.4,,17.3,,2,,6.2,3.9,1843.97,29.55,2188.87,,31.12,569.68,,79.99,,21.19,,78.07,9.83
2020-02-04,The Bronx,72,30,72,,72,20,42,72,63,,72,,22,43,3,58,,1005.4,0.8,28.9,3.8,0.2,,0.5,,3.6,84,9,89,,1010.4,4.8,46.1,15.5,5.7,,10.5,,12.8,60,7,77,,1008.2,3.2,38.3,8.8,1.1,,2.6,,6.6,879.65,45.24,788.01,,14.78,12.4,233.48,149.97,22.63,,56.4,,68.58
2020-04-17,The Bronx,72,48,72,,72,24,72,72,,70,,36,24,11,-11,21,,1011.9,20,7,3.3,,1,,4,1.7,48,3,82,,1026.8,38.4,22.1,10,,18.5,,26.5,3.9,24,-8,41,,1022.7,28.1,12.1,6.3,,7,,11.7,2,826.38,206.79,2730.84,,154.54,312.71,208.24,41.93,,163.71,,423.73,3.23
2020-04-26,The Bronx,69,48,72,,72,24,48,72,,72,,40,24,1,2,61,,1004.7,28.1,3.9,6.1,,0.5,,1.7,1.3,30,7,93,,1018.6,35.2,15.2,10,,28,,36,2.6,15,5,78.5,,1011.4,31.2,8,8.3,,8.2,,18,1.7,734.26,24.96,1041.62,,182.97,46.98,84.53,8.75,,229.11,,670.81,1.3
2020-06-20,The Bronx,72,32,72,,72,24,,72,,64,,28,24,16,17,43,,1014.3,9.6,,20,,0.5,,2,1.5,53,19,90.2,,1018.6,59.7,,30.5,,17,,18,4.4,36,18,65,,1016.6,20.8,,25,,4,,5.5,2.4,1475.9,5.44,1602.95,,13.91,2515.82,,72.37,,227.29,,272.29,7.1
2020-08-15,The Bronx,72,20,59,,59,24,,59,,59,,24,24,12,13,39,,1013,13.6,,22,,1.7,,4.7,1.7,39,17,84,,1016.9,34.4,,29,,9.5,,16.5,3.2,24,16,60,,1015.2,22.4,,24,,5.6,,11.7,2.4,676.27,10.95,1195.05,,13.39,269.1,,36.46,,33.26,,98.56,1.97
2020-01-11,The Bronx,72,38,72,,72,21,48,72,72,,72,,24,29,7,55,,1014.8,1.6,8.5,8.8,0.2,,1,,1.8,65,11,90.8,,1030,27.2,38.5,20.5,12,,20.3,,6.5,51,9,76.1,,1020.9,16.8,20.4,13.7,2.3,,6.4,,2.9,807.95,13.6,983.02,,212.41,768.15,943.52,93.61,54.65,,147.07,,17.25
2020-02-05,The Bronx,50,46,50,,72,24,4,72,72,,72,,2,10,-8,50.5,,1006.6,8,23.1,3.3,1,,3,,3.5,66,5,88,,1018.1,25.6,29.4,12.7,11,,18.2,,5.1,23,-3,69,,1015.7,20.8,23.1,5.5,2,,5.5,,3.5,1353.8,142.21,1641.16,,97.77,131.24,132.3,31.52,38.13,,88.9,,12.8
2020-02-23,The Bronx,48,,24,,24,24,,24,24,,24,,,24,,24,,1018.3,0.8,,5,0.4,,2.4,,,64,,57.8,,1023.3,35.2,,15.3,2.6,,8.4,,,48,,36.7,,1020.9,14.5,,8.8,1.5,,4.1,,,1422.54,,799.59,,37.19,1508,,110.67,4.72,,32.6,,
2020-09-07,The Bronx,66,28,72,,72,24,,72,,67,,29,22,3,13,42,,1015.3,15.2,,20.1,,0.2,,1.7,1.2,89,17,85.5,,1020.6,33.6,,27,,7.7,,14.2,5.4,17,16,65.2,,1018.5,28.1,,23,,3.6,,8.7,1.4,3941.09,14.39,1150.65,,21.49,362.37,,33.41,,39.77,,119.49,11.91
2020-11-14,The Bronx,3,2,5,,5,3,,5,,5,,3,3,31,2,57,,1014.4,7.3,,7.7,,0.2,,5.7,3.1,34,3,74.7,,1016.9,10.4,,11,,5.1,,7.7,4.3,34,2,72.2,,1015,10.4,,8.3,,0.5,,6,3.6,30,5,790.17,,12.65,32.03,,19.13,,59.87,,11.63,3.63
2020-03-11,The Bronx,48,23,50,,72,24,6,72,71,,72,,2,9,-7,26.8,,1014.7,13.6,11.2,6.1,0.1,,0.5,,2.2,48,6,68.3,,1020.2,28.1,17.1,14.9,13.3,,24.4,,2.2,26,-3,47.2,,1017.8,23.3,17.1,10.2,2,,5.2,,2.2,1156.48,107.19,1437.41,,18.26,163.82,92.83,52,158.64,,537.61,,0
